Time,Pressure,Volume,PhysicalFlow,CalcFlow,Mode,RR,TV,IERatio,PIP
63.32823157310486,-0.03,0.0,-59.3,6.9,VCV,15,500,1:2,20
63.56171941757202,-0.03,42.9,-62.9,17.9,VCV,15,500,1:2,20
63.813857555389404,0.52,142.6,-40.9,43.3,VCV,15,500,1:2,20
64.06394219398499,4.3,305.5,-35.1,45.0,VCV,15,500,1:2,20
64.31492972373962,16.28,434.3,-38.1,23.6,VCV,15,500,1:2,20
64.56498074531555,22.61,490.2,-46.4,9.4,VCV,15,500,1:2,20
64.81502366065979,22.81,480.0,-26.4,-9.0,VCV,15,500,1:2,20
65.06512761116028,15.2,438.9,-7.0,-13.3,VCV,15,500,1:2,20
65.31528925895691,7.88,380.3,-6.1,-19.4,VCV,15,500,1:2,20
65.56525301933289,5.09,299.1,-4.3,-22.5,VCV,15,500,1:2,20
65.81684112548828,2.65,214.6,-4.8,-22.5,VCV,15,500,1:2,20
66.06777000427246,1.45,130.6,-1.8,-20.5,VCV,15,500,1:2,20
66.31757640838623,0.79,67.8,-3.7,-14.0,VCV,15,500,1:2,20
66.56799960136414,0.68,24.5,-30.3,-9.5,VCV,15,500,1:2,20
66.81779098510742,0.45,0.0,-25.9,0.0,VCV,15,500,1:2,20
67.0679063796997,0.41,0.0,-10.9,0.0,VCV,15,500,1:2,20
67.34278512001038,0.37,0.0,-5.0,6.9,VCV,15,500,1:2,20
67.5780770778656,0.29,42.9,-30.2,17.9,VCV,15,500,1:2,20
67.82821464538574,0.49,142.6,-23.4,43.3,VCV,15,500,1:2,20
68.07832908630371,6.06,305.5,-25.6,45.0,VCV,15,500,1:2,20
68.36048936843872,14.14,434.3,-11.1,23.6,VCV,15,500,1:2,20
68.60798454284668,23.14,489.7,-34.3,9.5,VCV,15,500,1:2,20
68.85796070098877,24.7,480.0,-90.0,-9.0,VCV,15,500,1:2,20
69.10825514793396,17.53,438.5,-77.7,-13.3,VCV,15,500,1:2,20
69.3597640991211,9.23,379.4,-34.0,-19.5,VCV,15,500,1:2,20
69.60980439186096,4.87,299.5,-12.2,-22.5,VCV,15,500,1:2,20
69.8599123954773,2.98,214.2,-4.6,-22.5,VCV,15,500,1:2,20
70.11069703102112,1.54,129.7,1.4,-20.4,VCV,15,500,1:2,20
70.36073088645935,1.02,67.4,0.5,-13.9,VCV,15,500,1:2,20
70.61099123954773,0.58,24.5,-18.7,-9.5,VCV,15,500,1:2,20
70.86078143119812,0.35,0.0,-24.5,0.0,VCV,15,500,1:2,20
71.11095857620239,0.23,0.0,-13.3,0.0,VCV,15,500,1:2,20
71.39283275604248,0.16,0.0,-0.3,6.9,VCV,15,500,1:2,20
71.62561178207397,0.1,41.1,-28.7,17.4,VCV,15,500,1:2,20
71.87600421905518,0.18,139.8,-34.8,42.6,VCV,15,500,1:2,20
72.12603688240051,5.82,302.3,-32.3,45.0,VCV,15,500,1:2,20
72.37839818000793,14.04,432.5,-39.5,24.1,VCV,15,500,1:2,20
72.62847781181335,21.64,489.7,14.7,9.5,VCV,15,500,1:2,20
72.87860178947449,24.33,480.0,-33.8,-9.0,VCV,15,500,1:2,20
73.12882971763611,19.38,438.9,-65.1,-13.3,VCV,15,500,1:2,20
73.37899041175842,10.07,379.8,-41.4,-19.4,VCV,15,500,1:2,20
73.62889528274536,5.36,299.5,-14.1,-22.5,VCV,15,500,1:2,20
73.87899518013,2.75,213.7,-5.3,-22.5,VCV,15,500,1:2,20
74.12971687316895,1.75,130.2,2.4,-20.5,VCV,15,500,1:2,20
74.3813202381134,1.01,67.8,0.9,-14.0,VCV,15,500,1:2,20
74.63155364990234,0.64,24.9,-28.3,-9.5,VCV,15,500,1:2,20
74.8812837600708,0.46,0.0,-20.3,0.0,VCV,15,500,1:2,20
75.13141584396362,0.38,0.0,-9.7,0.0,VCV,15,500,1:2,20
75.40717053413391,0.33,0.0,-9.4,6.9,VCV,15,500,1:2,20
75.6470079421997,0.3,41.1,-21.2,17.4,VCV,15,500,1:2,20
75.89710354804993,0.31,138.9,-20.6,42.3,VCV,15,500,1:2,20
76.14723539352417,4.15,301.8,-22.5,45.0,VCV,15,500,1:2,20
76.40202856063843,15.63,431.5,-62.3,24.3,VCV,15,500,1:2,20
76.64836263656616,22.22,489.2,-57.2,9.6,VCV,15,500,1:2,20
76.89825868606567,24.1,479.5,-89.9,-9.0,VCV,15,500,1:2,20
77.14847087860107,17.53,438.5,-82.4,-13.3,VCV,15,500,1:2,20
77.40398693084717,9.12,378.9,-33.8,-19.5,VCV,15,500,1:2,20
77.6497962474823,4.66,298.6,-14.7,-22.5,VCV,15,500,1:2,20
77.89975881576538,3.01,213.2,-5.6,-22.5,VCV,15,500,1:2,20
78.14972734451294,1.5,129.7,4.0,-20.4,VCV,15,500,1:2,20
78.40394496917725,0.78,67.4,0.5,-13.9,VCV,15,500,1:2,20
78.64993500709534,0.55,24.5,-34.1,-9.5,VCV,15,500,1:2,20
78.89976668357849,0.34,0.0,-28.9,0.0,VCV,15,500,1:2,20
79.15012550354004,0.24,0.0,-12.0,0.0,VCV,15,500,1:2,20
79.42811870574951,0.22,0.0,-5.3,6.9,VCV,15,500,1:2,20
79.66585731506348,0.15,41.1,-33.6,17.4,VCV,15,500,1:2,20
79.9189043045044,0.25,138.9,-32.7,42.3,VCV,15,500,1:2,20
80.16879105567932,5.32,301.4,-27.1,45.0,VCV,15,500,1:2,20
80.41879844665527,13.27,431.1,12.7,24.5,VCV,15,500,1:2,20
80.66906118392944,21.3,488.8,-40.5,9.7,VCV,15,500,1:2,20
80.9189875125885,24.33,480.0,-63.9,-8.9,VCV,15,500,1:2,20
81.16899371147156,15.91,438.5,-78.8,-13.3,VCV,15,500,1:2,20
81.41934204101562,10.11,379.4,-38.9,-19.4,VCV,15,500,1:2,20
81.6696708202362,5.01,298.6,-15.2,-22.5,VCV,15,500,1:2,20
81.92178583145142,2.45,213.7,0.3,-22.5,VCV,15,500,1:2,20
82.17182064056396,1.48,130.2,-0.8,-20.5,VCV,15,500,1:2,20
82.42296767234802,0.73,67.4,-0.3,-13.9,VCV,15,500,1:2,20
82.67227292060852,0.39,24.0,-21.1,-9.4,VCV,15,500,1:2,20
82.92303729057312,0.25,0.0,-24.0,0.0,VCV,15,500,1:2,20
83.17340993881226,0.2,0.0,-9.1,0.0,VCV,15,500,1:2,20
83.45067644119263,1118.61,0.0,-3.7,6.9,VCV,15,500,1:2,20
83.68794417381287,0.06,41.1,-32.3,17.4,VCV,15,500,1:2,20
83.93831539154053,0.24,138.9,-30.0,42.3,VCV,15,500,1:2,20
84.18867802619934,3.76,301.8,-18.6,45.0,VCV,15,500,1:2,20
84.44494605064392,15.43,431.5,-51.8,24.3,VCV,15,500,1:2,20
84.69083023071289,22.26,488.3,-60.0,9.9,VCV,15,500,1:2,20
84.94102478027344,24.27,479.5,-70.6,-9.0,VCV,15,500,1:2,20
85.19104385375977,18.24,438.0,-32.1,-13.3,VCV,15,500,1:2,20
85.44504189491272,9.32,378.0,-10.8,-19.6,VCV,15,500,1:2,20
85.69090485572815,4.44,297.2,-4.1,-22.5,VCV,15,500,1:2,20
85.94115734100342,2.63,211.8,-1.5,-22.5,VCV,15,500,1:2,20
86.19384145736694,1.19,128.8,2.6,-20.3,VCV,15,500,1:2,20
86.44782590866089,0.57,66.9,0.8,-13.9,VCV,15,500,1:2,20
86.69405102729797,0.31,24.0,-32.7,-9.4,VCV,15,500,1:2,20
86.94390058517456,0.24,0.0,-26.3,0.0,VCV,15,500,1:2,20
87.19387674331665,0.2,0.0,-17.6,0.0,VCV,15,500,1:2,20
87.44797682762146,0.16,0.0,-7.7,0.0,VCV,15,500,1:2,20
87.69535708427429,0.15,36.5,-22.7,16.2,VCV,15,500,1:2,20
87.94705867767334,0.15,129.2,-16.0,39.9,VCV,15,500,1:2,20
88.19679737091064,5.12,291.2,-17.2,45.0,VCV,15,500,1:2,20
88.45116019248962,16.53,426.5,-13.6,25.6,VCV,15,500,1:2,20
88.69705891609192,21.17,486.9,-23.6,10.2,VCV,15,500,1:2,20
88.94697594642639,24.23,483.7,-10.1,-8.6,VCV,15,500,1:2,20
89.19699263572693,20.53,444.0,-16.3,-12.7,VCV,15,500,1:2,20
89.44733214378357,11.02,387.7,-21.0,-18.6,VCV,15,500,1:2,20
89.69760847091675,5.4,309.7,-7.5,-22.5,VCV,15,500,1:2,20
89.94982933998108,2.57,223.8,-2.8,-22.5,VCV,15,500,1:2,20
90.2000560760498,1.56,138.9,2.9,-21.4,VCV,15,500,1:2,20
90.45027589797974,0.74,74.3,1.1,-14.7,VCV,15,500,1:2,20
90.70061373710632,0.4,29.5,-24.9,-10.0,VCV,15,500,1:2,20
90.95154976844788,0.24,0.0,-25.2,0.0,VCV,15,500,1:2,20
91.20311236381531,0.19,0.0,-13.0,0.0,VCV,15,500,1:2,20
91.45334148406982,0.13,0.0,-7.0,0.0,VCV,15,500,1:2,20
91.70306253433228,0.12,38.3,-32.0,16.7,VCV,15,500,1:2,20
91.95318269729614,0.14,132.5,-16.6,40.7,VCV,15,500,1:2,20
92.20327734947205,3.9,295.8,-23.1,45.0,VCV,15,500,1:2,20
92.45369267463684,15.41,428.8,-30.2,25.0,VCV,15,500,1:2,20
92.70328760147095,22.06,487.4,-6.4,10.1,VCV,15,500,1:2,20
92.95620799064636,23.96,482.3,-38.6,-8.7,VCV,15,500,1:2,20
93.20670056343079,18.13,441.7,-20.2,-13.0,VCV,15,500,1:2,20
93.45676898956299,12.03,383.5,-18.6,-19.0,VCV,15,500,1:2,20
93.70612406730652,5.03,303.2,-10.0,-22.5,VCV,15,500,1:2,20
93.95629739761353,3.15,216.9,-3.8,-22.5,VCV,15,500,1:2,20
94.20629644393921,1.54,133.4,1.7,-20.8,VCV,15,500,1:2,20
94.45619487762451,0.99,69.7,0.7,-14.2,VCV,15,500,1:2,20
94.70928406715393,0.53,26.3,-30.3,-9.7,VCV,15,500,1:2,20
94.9590756893158,0.29,0.0,-24.8,0.0,VCV,15,500,1:2,20
95.20904088020325,0.18,0.0,-14.3,0.0,VCV,15,500,1:2,20
95.45899081230164,0.14,0.0,-5.4,0.0,VCV,15,500,1:2,20
95.70929455757141,0.11,36.0,-30.2,16.1,VCV,15,500,1:2,20
95.95931649208069,0.19,128.3,-27.0,39.7,VCV,15,500,1:2,20
96.20923256874084,2.61,288.9,-23.3,45.0,VCV,15,500,1:2,20
96.45958256721497,13.55,424.2,-53.7,26.2,VCV,15,500,1:2,20
96.71225571632385,21.32,486.0,-8.0,10.5,VCV,15,500,1:2,20
96.96218585968018,24.19,482.8,-32.6,-8.7,VCV,15,500,1:2,20
97.21217966079712,19.76,442.2,-23.2,-12.9,VCV,15,500,1:2,20
97.46240425109863,10.46,384.0,-23.9,-19.0,VCV,15,500,1:2,20
97.71228837966919,5.23,304.2,-5.0,-22.5,VCV,15,500,1:2,20
97.96225023269653,2.5,218.3,5.2,-22.5,VCV,15,500,1:2,20
